userId,beerId,overallEnjoyment,flavorTags,ratingProfile
d1d019d4-7569-4e6a-950e-9ad419caf18d,6b9a092b-de10-45f8-8000-6ce3200b6a8f,4,"['hoppy', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,d0c37806-ed81-4316-8701-58c3018db3da,4,"['bitter', 'hoppy', 'strong', 'boozy']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,e4447b2d-1014-4e93-b347-457e39e69886,4,['sessionable'],enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,0aae873b-9a61-49a5-bb8b-29b2aaad0172,5,"['smooth', 'crisp', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,5bd3c848-0eb1-4ca4-8b43-cda0654f9c7f,5,['sessionable'],enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,05070b9f-2643-4dcd-ab6d-f45045313d36,4,['sessionable'],enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,8506f321-c392-4793-95cb-086165ce02a4,5,"['smooth', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,b2b91d15-ac86-4812-9081-81105fb52eec,3,"['bitter', 'hoppy', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,7a4ae1bb-dac1-4b02-bbed-97008d8b241f,4,"['smooth', 'crisp', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,c0ea8209-df82-445f-91d9-e74f77dc6a06,5,"['hoppy', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,5763288d-148b-4205-a23e-47f37b473a03,1,"['bitter', 'hoppy', 'strong', 'boozy']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,cef32359-9481-4d68-ac9b-1a08e0bc19a2,5,"['bitter', 'hoppy', 'strong']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,3057f4b6-5934-4030-a4a2-812a5d342d15,4,['sessionable'],enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,be66e92d-cc7c-47ec-b734-04d05aecb910,3,"['sweet', 'sessionable']",enthusiast
d1d019d4-7569-4e6a-950e-9ad419caf18d,8aabb1e1-6d1b-4337-accf-072388cdc6bf,5,"['smooth', 'sessionable']",enthusiast
6cec4bb3-7f47-435f-9839-2efc801c19c1,08fe3b33-924c-407d-96eb-9cff576312f4,4,['sessionable'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,329c0655-5bcd-450e-b9cd-6a78160ceb2b,3,"['hoppy', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,375cb4eb-4db6-435b-baa9-f3ca8d50b8c6,5,"['hoppy', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,30863951-9528-4cce-970e-d80c211505a8,4,['strong'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,95630bae-300e-4dbd-a1a5-c454acb22bca,3,['strong'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,23779101-522f-43c4-ae0c-23e01a572b6d,3,"['hoppy', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,d693fc03-280e-47fa-956a-8efd2362b5c9,5,"['bitter', 'strong']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,a790b118-4efe-486a-8486-f823060dc914,3,"['smooth', 'crisp', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,2bed760b-b7f0-4e18-8f46-244349ad8c93,4,"['hoppy', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,3424ed69-6deb-4e45-9684-366d39b311d6,3,['sessionable'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,2a4069d2-28cc-4bde-9126-9a50e31beb11,5,['sessionable'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,737e525f-afa4-4607-b362-7dc80f709cfd,1,"['smooth', 'clean', 'light']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,39222977-dd3a-47a6-8514-2f27e7fa0c08,4,"['smooth', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,9537d827-d467-41cb-b408-63f2eb471d56,1,"['malty', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,33793630-7bd4-4d38-9532-58cc3eb2b494,4,"['refreshing', 'smooth', 'sessionable']",harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,e77271db-d9c6-4932-aa27-4c0a8d76ea90,1,['sessionable'],harsh_critic
6cec4bb3-7f47-435f-9839-2efc801c19c1,a26a5e58-e3e8-422f-9759-00ff2cd17dbf,2,['sessionable'],harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,81fb450a-ea4c-491a-ab28-283f13061204,3,"['sour', 'refreshing', 'sessionable']",harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,6cb92f25-2e6e-45e2-8c51-ef1984c74e7b,2,"['hoppy', 'sessionable']",harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,1e01e301-61d1-4464-993f-f0b62aca0063,4,"['bitter', 'hoppy', 'strong', 'boozy']",harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,e1ead891-2a7b-4efd-aafe-fca2c1e9cd51,3,"['bitter', 'hoppy', 'sessionable']",harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,a0f41943-4b1a-4bca-86c7-64b254c43dc8,4,"['strong', 'malty']",harsh_critic
9657a27c-5bf4-43ca-8ba9-195f96bbf58c,c2c380b7-9228-48c1-8bb1-b461cf61f1c9,1,"['smooth', 'sessionable']",harsh_critic
