userId,beerId,overallEnjoyment,flavorTags,ratingProfile
a6f7e953-3b75-4556-9748-a676baac2d8e,5e98cad8-e4cf-49e0-aa5f-8e001e89c6da,3,"['hoppy', 'bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,b84780ea-9d3c-4ea3-8a66-b7b3e871b5fb,5,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,1efb80cc-a7b1-4a2a-a54a-de7d3aeac4df,3,"['sessionable', 'smooth']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,2859d605-7edc-48c6-9f58-bf4feb504090,3,"['hoppy', 'bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,09372c0f-0c68-4aca-ab82-6f495c7dea6f,3,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,874ba5ee-395f-40ff-b073-c61d579eb8ce,5,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,576d4848-c815-45f1-b8d3-9d579a94d13b,4,"['sessionable', 'smooth']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,19e93003-ea95-4749-81bf-01d73ddcf498,4,"['bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,8553d0f3-f1fb-4da0-96a6-909536c86ee5,2,"['sessionable', 'smooth', 'refreshing']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,fccb0c25-b4f1-420d-8ed0-b68674f5f9fb,2,['strong'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,07d5b8b3-6afe-464a-ae88-78bcb82bdc1d,3,"['sessionable', 'bitter', 'hoppy']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,39c08df3-be3f-4b10-b376-90dc444c0425,4,"['sessionable', 'sweet']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,095c783e-19a3-4480-9463-6de75de78a15,4,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,109aaeb6-1240-4f88-89ec-4030d025b325,5,"['sessionable', 'smooth', 'refreshing']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,a4871133-2105-4318-b5d0-1b1de532d780,5,"['boozy', 'hoppy']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,4c1afb48-537f-49e2-ae57-d02bfdace6b7,4,"['sessionable', 'bitter', 'hoppy']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,031c2453-424c-4430-a150-c823cc20eb00,4,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,80fa6254-93b0-4c42-8e6f-02c32f7447ce,3,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,f5a5dd35-5a81-4050-941a-df72a508e48e,5,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,2c6f7471-a31a-4bbc-baf8-b03c88dcf11d,5,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,67b2e4f6-dcd4-4107-a8ed-d3ac648a5190,3,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,9cdae864-3c2a-4a4d-80a3-102a8b3b8bf5,4,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,dfd40053-829e-4b42-92c0-1ecbd713cdfa,3,"['bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,61689b89-4088-4063-9b9a-9cfed2cda0d3,3,"['bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,7c2ff7d7-56c0-4d26-96f3-93f43a5398d5,5,"['sessionable', 'crisp']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,85c0d4d6-33ef-4001-9aa9-65c8ba64e89b,3,"['sessionable', 'hoppy']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,ad054342-38ad-4927-ad23-89c902b6b5a1,4,['sessionable'],neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,b4db5262-d655-4403-8980-bb7ed5668b04,4,"['bitter', 'strong']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,70b0c188-cfc2-468d-80c5-0b89060ffffd,4,"['sessionable', 'malty']",neutral
a6f7e953-3b75-4556-9748-a676baac2d8e,e1773642-8849-464b-aa0e-16568ad20a56,3,"['hoppy', 'strong']",neutral
5da43473-f415-4366-ba6c-55d6d37b59a5,2ad215d5-1ade-4084-b69c-56d534877fac,5,"['sessionable', 'bitter', 'hoppy']",neutral
5da43473-f415-4366-ba6c-55d6d37b59a5,782b4abd-63e2-44d5-85ac-eaaa2a8baf98,4,['sessionable'],neutral
5da43473-f415-4366-ba6c-55d6d37b59a5,b85a0a1e-a45b-4222-9bdd-498a1f550b7e,5,['sessionable'],neutral
5da43473-f415-4366-ba6c-55d6d37b59a5,295c3cd7-0705-4658-9b48-b3af1e49ca75,4,"['hoppy', 'bitter', 'strong']",neutral
